,School Name,School Address,School Phone,affiliation
2508,Amrita Vidyalayam,"Chinchewada, Sadashivgad, North...","0755 231282 , 07552550036",CSEB
2509,Atomic Energy Central School,Kaiga Project Township Kaiga P. O. Via-Karwar...,"08382 54868 , 54857",CSEB
2510,BGS Central School,"NH-17 Mirjan, Kumta, North...","08386 269538 , 28562544",CSEB
2511,Central School For Tibetans,Mundgod Tibetan Colony P. O. N. Kanara Distri...,"08301 45728 , 45728",CSEB
2512,Jawahar Navodaya Vidyalaya,Post Malagi Tq Mundgod Mundgod Tq. Uttar Dist...,"08301 43326 , 43640",CSEB
2513,Kendriya Vidyalaya,"Naval Base Ins Kadamba Arga Karwar, North Kar...","08382 233113 , 233115 362919",CSEB
2514,Loyola Kendriya Vidyalaya,"Salagaon Village, Mundagod Taluk, Sirsi...",08301-222459,CSEB
2515,M.P.E. Society Central School,"Prabhata Nagara, Honnavara...",08387-220293,CSEB
2516,Mount Carmel School,"Ramnagar, Joida Taluk, Karwar...",08383295222,CSEB
2517,Navy Children School,"Arga, Naval Base, Karwar...","08362 231326 , 08861757525",CSEB
2518,Shree Maruthi Residential School.,"Bangaramakki Gerasoppa, Honavar, North...",08387-268544,CSEB
2519,Shriniketana School,"At & P. O. Isloor, Tehsil : Sirsi, North...","0712 08384-223011 , 33663",CSEB
2520,Vimal V Deshpande School of Excellence,"Udyog Vidya Nagar, Dandeli Road, Halliyal, No...","08284 221300 , 28562544",CSEB
2521,Air Force School,A. F. S...,"2710833 2720003 , EXT 375 2661855",CSEB
2522,Jawahar Navodaya Vidyalaya,Aliabada...,"0824 82237 , 7076",CSEB
2523,Kendriya Vidyalaya,I. N. S Valsura...,"0281 76379 , 76379",CSEB
2524,Kendriya Vidyalaya,Okha Port...,02892 262158,CSEB
2525,Kendriya Vidyalaya,A. F. S Samana...,"06159 688329 , 230366",CSEB
2526,Kendriya Vidyalaya,"Shardapeeth College Campus, Dwarka, Gujrat...","02892 236555 , 0984649206",CSEB
2527,Kendriya Vidyalaya No 1,Air Force Station...,"06182 78216 , 550021",CSEB
2528,Kendriya Vidyalaya No 2,Infantry Lines...,"0288 2550262 , 2882550262",CSEB
2529,Kendriya Vidyalaya No 3,A. F. II Udyog Nagar 250 Su...,"0288 2565669 , 02882562800",CSEB
2530,Kokilaben Dhirubhai Ambani Saraswati Vidya Mandir,Sec-11 Reliance Greens Motikhavdi Digvijay Gr...,"0288 2319901 , 519901 2327971",CSEB
2531,Nand Vidya Niketan,"204, Shweta Apartment, Opposite Joggers Park,...","02876 645745 , 243569",CSEB
2532,Podar International School,"Parshwanath Park-2, Survey #119, Opposite Ash...",0228-2911393,CSEB
2533,Sainik School,Balachadi...,"UMR8329 , JMR8322",CSEB
2534,Sdccl Public School,P. O. Digvijaygram Via...,"0288 2439463 , 44092 09904103573",CSEB
2535,Tata Chem Dav Public School,"Mithapur, Dwarka...",02892 665894,CSEB
2536,Ambuja Vidya Niketan,Ambuja Nagar Tal-Kodinar Amreli...,"02795 232372 , 3631265 02795-237367",CSEB
2537,Dalmia Public School,Sanjay Nagar Colony Satrapada Veraval. Junaga...,"02876 305556 , EXT 219 02876-305756",CSEB
2538,Kendriya Vidyalaya,Bilkha Road Behind Adarsh Nvasi Shala...,21799,CSEB
2539,Nanji Kalidas D A V Public School,"G. S. C. L. Siddhigram Veraval, Junagarh Dist...","86531 , EXT 322",CSEB
2540,Podar International School,"Survey #44/1, B/h Mahasagar Petrol Pump Rajko...","0285-2660110,2660046,2660094",CSEB
2541,Podar International School,"B/h Mahasagar Petrol Pump, Junagadh-Rajkot Hi...",0285 - 2660046 / 2660110,CSEB
2542,Shardagram English School,"Post Shardagram, Ta-Mangrol, Junagarh...",07534240672,CSEB
2543,Shree Swaminarayan Gurukul Gyanbag International School,"Rajkot Highway, Near Gyanbag Circle...","0285 - 2661381, 2661519",CSEB
2544,The Aditya Birla Public School,"Opposite Bajrang Society, Near 80 Ft. Road, V...","02876 645745 , 243569",CSEB
2545,B S P Central School,Surangani...,"01896 238289 , 9816503211",CSEB
2546,Central School For Tibetans,Dalhousie...,"06183 2112 , 2107",CSEB
2547,Dalhousie Hill Top School,Upper Bakrota Dalhousie...,"01786 52 , 222261",CSEB
2548,Dalhousie Public School,Dalhousie...,"40615 , 2429",CSEB
2549,Dav Public School,Mohalla Hardaspura...,"01795 2044 , 2178",CSEB
2550,Guru Nanak Public School,Bus Stop GP. O. Road Dalhousie...,"01899 40653 , 42270",CSEB
2551,Jawahar Navodaya Vidyalaya,Sarol...,"01667 018992/ , 2378",CSEB
2552,Kendriya Vidyalaya No 2,"NHPC,  Karian, P.O-Hardaspur, Chamba , Himach...",01899-220144,CSEB
2553,"Kendriya Vidyalaya, Bakloh","P. O. Bakloh Cantt, Chowari, Chamba, Himacha...",01899-257249,CSEB
2554,"Kendriya Vidyalaya, Banikhet","Dalhousie at Banikhet
Padar Road , Banikhet,...",01899-254679,CSEB
2555,"Kendriya Vidyalaya, NHPC","NHPC, Khairi, Dalhousie, Chamba, Himachal Pra...",01899-263005,CSEB
2556,DAV Public School,Partap Gali...,"01972 222560 , 01972-222560",CSEB
2557,Hamirpur Public School,Ward #10 Ram Nagar...,01972 225181,CSEB
2558,Him Academy Public School,"P. O. Daruhi, Teh. & ( Hp )...","01972-218048, 218148",CSEB
2559,Him Gurukul International School,Village Bhalat P. O. Harsour Teh Barsar...,01972-289351,CSEB
2560,Jawahar Navodaya Vidyalaya,Dungrin...,"8635 , 2232",CSEB
2561,Kendriya Vidyalaya,Hamirpur...,"07534 2470 , 2570",CSEB
2562,Kendriya Vidyalaya,Nadaun...,"01972 33123 , 2570",CSEB
2563,Maharishi Vidya Mandir,Village Kuthar Gagal P. O. Bharmoti Teh Nadua...,01972 233709,CSEB
2564,Parmarth Interernational School,"Baru Kakriar, P. O. Kakirar...",01972-224174,CSEB
2565,Sainik School,Sujanpur Tihra...,"72024 , 72021 72040",CSEB
2566,Seven Star Senior Secondary Public School,V. P. O. Bani Teh Barsar ( Himachal Pradesh )...,01972- 288139,CSEB
2567,T.R.D.A.V.public Senior Secondary School,P. O. Kangoo Teh. Nadaun ( H. P. ) 177040...,01972231115,CSEB
2568,Dav Centenary Public School,Rekong Peo...,"01786 222217 , 222261",CSEB
2569,Eklavya Model Residential School,Nichar Kannaur H P...,"01786 200365 , 223342",CSEB
2570,Jawahar Navodaya Vidyalaya,Rekong Peo...,"2232 , 2232",CSEB
2571,Kendriya Vidyalaya,Reckong Peo Kinnur...,"01972 33123 , 2570",CSEB
2572,Archangel School,Roop Palace Raghunathpur...,"01902 225566 , 223066",CSEB
2573,Brahmrishi Mission School,Dev-Van Jarar Bhuntar...,"01908 251683 , 222261",CSEB
2574,Cambridge International School,"NH-21, Mohal...","0326 01902-226026,260260, 201000, 2205266",CSEB
2575,Delhi Public School,Hadimba Road Manali...,"1902 253500 , 253227",CSEB
2576,DR Devi Chand D A V Public School,Mohal...,"01902 260535 , 01905-260699",CSEB
2577,Holy Angels School,V. P. O. Shamshi Teh. & H. P India...,01902265029,CSEB
2578,Jawahar Navodaya Vidyalaya,Bandrol...,"0172 2789339 , 09855724234",CSEB
2579,Kendriya Vidyalaya,Nhpc ( Phep ) Sainj...,"01903-230077, 230419, 0891 20033 , 21962",CSEB
2580,La Montessori School,Village Dunkhra P. O. Jari Teh. & Kullu...,098160-22626,CSEB
2581,La Montessori School,Village Kelheli P. O. Bajaura...,"01902 267426 , 222626",CSEB
2582,Sambhota Tibetan High School,Parganou P. O. Bhuntar...,"01902 267264 , 01902-265736",CSEB
2583,Jawahar Navodaya Vidyalaya,Kaza Lahaul Spitti...,"040 2370 , 86139",CSEB
2584,Kendriya Vidyalaya,Keylong. Lahaul & Spiti...,"01900 222972 , 3001316",CSEB
2585,Akal Academy,Baru Sahib P. O. Machner ( Via Rajgarh ) Sirm...,25594614,CSEB
2586,Army School,Nahan Sirmour...,"01702 222972 , 2206",CSEB
2587,Central School For Tibetans,Dholanji P. O. Oachghat Via Solan Sirmour...,,CSEB
2588,D A V Centenary Public School,Rajgarh Sirmour...,"01799 221121 , 01799-221121",CSEB
2589,D A V Sirmour Public School,"Paonta Sahib, Sirmour...","01704 22229 , 23109",CSEB
2590,DAV Public School,Nahan Sirmour...,"01702 222373 , 2357",CSEB
2591,Divine Wisdom School,Kotri Village Majra Paonta Sahib Sirmour Hp...,9418086231,CSEB
2592,Doon Valley International School,"Cci Limited Rajban, Paonta Sahib, Sirmour...","01704 9805879778 , 266170 9719239501",CSEB
2593,Doon Valley School,Pt Shivanand Ramaul Complex F Education & Cul...,"01704 223873 , 223517",CSEB
2594,Guru Nanak Mission Public School,"Paonta Sahib, Sirmour...",2148,CSEB
2595,Gurukul Peach Valley International School,Near Old Busstand-Rajgarh...,01799220955,CSEB
2596,Holy Heart Public School,"Nahan Sirmour Shimla Road Nahan, Sirmour...",01702 223729,CSEB
2597,Jawahar Navodaya Vidyalaya,Nahan Sirmour...,"040 2591 , 86139",CSEB
2598,Sambhota Tibetan School,Bhuppar P. O. Paonta Sahib Sirmour...,"25314900 27452368 , 27435634",CSEB
2599,The Scholar's Home,Jamni Wala Road Badripur Poonta Sahib Sirmour...,"0170 4223224 , 921850601",CSEB
2600,D A V Centenary Public School,Una...,"01975 223338 , 01975223338",CSEB
2601,D.a.v. Public Model School,"Kalu Di Bar P. O. Dharamsala, Mahanta...",09418566263,CSEB
2602,DAV Public School,Ambota District. Una...,1262 223488,CSEB
2603,DDM International School,Gondpur Banehra ( Upper ) Tehsil Amb ( H. P )...,01976-268568,CSEB
2604,Jawahar Navodaya Vidyalaya,Pekhubela...,"01976 23517 , 2683934",CSEB
2605,K. V. International School,"Dhussara, Amb...",,CSEB
2606,Kc Public School,VP. O. - Pandoga Uparla Himanchal Pradesh...,01975241462,CSEB
2607,Kendriya Vidyalaya,Bangana...,"01975 204055 , 09882717849",CSEB
2608,Maharishi Vidya Mandir,"Tehsil-Amb, Village & P. O. - Daulatpur Chowk...",01976-265745,CSEB
2609,MIA Dav Public School,Industrial Area Mehatpur...,"01975 32113 , 21293",CSEB
2610,Parmar International School,"Main Road, Kailash Nagar Near Banehra, Amb...","01976 268548 , 01972-222560",CSEB
2611,PMR International School,VP. O. - Rapoh Misran - ( Hp )...,01976- 269000,CSEB
2612,Rockfd Day Boarding Public School,"Village Bharolian Khurd, Rakkar ( H. P. )...",01907 01975238822,CSEB
2613,Rudra International School,V & P. O. Basal...,"01975 272051 , 09816072051",CSEB
2614,Shanti International Public School,Kailash Nagar Nakroh Amb...,"01976 200376 , 268518 2683934",CSEB
2615,SSRVM Senior Secondary School,"Lower Kotla, Takka Road, Bal Baba Road, Una, ...",+91 1975 228051,CSEB
2616,Vashist Public School,Village & P. O. Behdala Teh &...,,CSEB
2617,Bhartiya Vidya Bhavan's Smt Maniben Kashibhai Patel School,Near Narsanda Vadtal Crossing Nh #8 Narsanda...,"0268 2587200,2587461",CSEB
2618,Euro School,"4th KM Stone, Near Rudset Institute,
Opp Pat...",0268-2900447,CSEB
2619,Jawahar Navodaya Vidyalaya,At & P. O. st Kathlal Tal Kapadwanj...,"0824 43477 , 7076",CSEB
2620,Kendriya Vidyalaya,Ongc Cambay Kansari...,"20237 , 20616",CSEB
2621,Mother Care Pre-primary & Primary School,"Bhumel, Nadiad...",0268-2587921,CSEB
2622,Nyalkaran English Medium School,"Sardarnagar, Mahemdabad-Kheda Road...",(02694) 292020,CSEB
2623,Shanti Asiatic School,"National Highway #8, Camp Road...",9099909229,CSEB
2624,Smt Shardaben Raman Bhai Patel English Med School,College Road Dakor...,02699 245665,CSEB
2625,Vibrant Waves International Academy,"Nirja Education Campus, Dalukhadiya Crossing,...",,CSEB
2626,Anand Niketan School,"Mehsana, Mehsana Unjha Highway, Moti Dau Vill...","06767 09924200024 , 06767-248116",CSEB
2627,Divine Child School,Amipura Pb Number 11 Gidcahmedabad...,"02762 282351 , 02762-282351",CSEB
2628,Gyan Akshar School,"Post-Aitor, Unjha-Visnagar Road...",0-9712988844,CSEB
2629,Jawahar Navodaya Vidyalaya,Vad Nagar Kumar Shala #2 Bagicha...,"02761 222391 , 02625-233793",CSEB
2630,Kendriya Vidyalaya,Ongc Campus...,"21298 , 22837",CSEB
2631,N.G.international School,"Near Essar Petrol Pump, Manav Ashram Circle, ...",02762 222400,CSEB
2632,Tapovan International School,"Ahemdabad Mahesana Highway, B/h Saffrony Coll...",02762 292379,CSEB
2633,Jawahar Navodaya Vidyalaya,"Kevadia Colony, Primary School #3, Bhumaliya ...","02640 232345 , 09673376119",CSEB
2634,B.S. Patel Primary School,"College Campus, Chikhli Road, Bilimora...","01765 (02634) 321164 , 260367",CSEB
2635,Jawahar Navodaya Vidyalaya,"At. Hanumanbari, Post Ranifaliya Vansda...","02630 223618 , 83628",CSEB
2636,S G M Shiroiya English School,Chhapra Road...,"02637 248567 , 280844 09375811221",CSEB
2637,Shree Shreeji English Medium School,"At & P. O. Valoti, Gandevi-Bilimora Road, Ta....","01883 02634 263855 , 262868 , 01874241418-3577",CSEB
2638,Shree Swaminarayan International Gunatit Vidyadham,"Juna Valsad Road, Samroli...",03252 02634 230985,CSEB
2639,Shree Swaminarayan International School,"Eru Abrama Road, Near Gandhi Railway Crossing...",02637-292000,CSEB
2640,Sri Sathya Sai Vidyaniketan,"Near Tata Ssl, N. H. #8 Ganeshwad Sisodra...","01672 (02637)265500,265463 , 235095",CSEB
2641,Tapovan Sanskardham Vidhyalaya (eng.med.),"N. H. #8, At. Dharagiri, P. O. Kabilpe...",02637-236185,CSEB
2642,Bhakt English Medium School,"Kakrolia, Khandivav, Tal : Jambughoda, ( Godh...",02665-220664,CSEB
2643,Jawahar Navodaya Vidyalaya,Dahod...,"31022 , 40231",CSEB
2644,Jawahar Navodaya Vidyalaya,"Kanod Road, At & P. O. Vejalpur Ta-Kalol...","02676 234202 , 9979356834",CSEB
2645,Kendriya Vidyalaya,"Civil Line Road ( Dalu-Ni-Wadi ), Opposite Sa...","02672 252309 , 479",CSEB
2646,Veer New Look Central School,"Beside HDFC Bank, Godhra Road, Halol...",02676296750,CSEB
2647,Dav Public School,"Sur Vihar Colony, Piperwar Area - CCL
P.O: B...","06531-260376, 06531-260580",CSEB
2648,"DAV Public School, Babhne","Gaya Road, Babhne, Chatra
Jharkhand - 825401...",06541-224578,CSEB
2649,Jawahar Navodaya Vidyalaya,P. O. Chatra...,,CSEB
2650,Nazareth School,Chatra...,06541224620,CSEB
2651,Anandalaya Public School,"Jagdishpur, Modhupur, Deogarh...","06438 284210 , 9915070521",CSEB
2652,Devsangha National School,P. O. Devsangha Bompas Town B...,06512243615,CSEB
2653,Geeta Devi Dav Public School,"Castairs Town, Bompas Town, Deoghar...","06432 236180 , 222534",CSEB
2654,Indian Heritage School,Mitra Garden Rohini Road Jasidih...,9934383695,CSEB
2655,Jasidih Public School,"Near Pagal Baba Ashram, Rohini Road, Jasidih...",09934578553,CSEB
2656,Jawahar Navodaya Vidyalaya,Rikhiya...,"06432 290372 , 290745",CSEB
2657,Kendriya Vidyalaya,Madhupur...,06438 241200,CSEB
2658,Mahendra Muni Saraswati,Shishu Vidya Mandir Madhupur College Road Mad...,"06438 224085 , 9430755435",CSEB
2659,Modern Public School,Caster's Town Bdeoghar...,"06432 222924 , 06432222924",CSEB
2660,Mothers International Academy,"Panch Mandir Road, Madhupur, Deogarh...",06438 224528,CSEB
2661,Mount Litera Zee School,"Village : Rikhia, Block : Mohanpur...","06432-2220359,9934310828,9471156256",CSEB
2662,Nalanda Academy,52 Bigha S. N. Bose Road Madhupur...,09431908755,CSEB
2663,Ramakrishna Mission Vidyapith,P. O. Vidyapeeth Ramakrishna Nagar ( S. P. )...,"2413 , 2413",CSEB
2664,Red Rose School,Castairs Town B...,"06432 222077 , 235471",CSEB
2665,Skp Vidya Vihar,"Bompass Town, B. Deoghar...",9431132128,CSEB
2666,St. Xavier's High School Deoghar,"Deoghar, Satar Road, Durgapur, Jharkhand ( 81...","0 09234105000 , 09431132086",CSEB
2667,Sunrise Dwarika Academy,"At Baijnathpur, P. S. Kunda...","02425 06432-232135 , 225003",CSEB
2668,Takshashila Vidyapith,"Pt. B. N. Jha Road, B., Jharkhand...",06432 275484,CSEB
2669,The Blue Bells School,Bawan Bigha Castairs Town Bdeoghar...,06432 234208,CSEB
2670,The Rama Krishna Vivekananda Vidya Mandir,At & P. O. Jasidih...,"0 9334936961 , 09431132086",CSEB
2671,Jawahar Navodaya Vidyalaya,Hansdiha...,"06436 8110 , 290745",CSEB
2672,Sido Kanhu High School,Village Palash Dangal Block Raghunathpur Rame...,06434 268589,CSEB
2673,Sido Kanu High School,Thana Road Dumka P. O. dumka...,06434 224520,CSEB
2674,BNT St. Mary's School,"Sonpurwa, Garhwa-822114...",06561222278,CSEB
2675,Bokaro Ispat Senior Secondary School,Sector Ix E Bokara Steel City...,,CSEB
2676,D A V Centenary Public School,Bhawanathpur Township...,"0884 275 , 220",CSEB
2677,Jawahar Navodaya Vidyalaya,Annaraj Nawadih Garwha...,"75344 , 40231",CSEB
2678,Kendriya Vidyalaya,"Garhwa, Pipra Kala, Gayatri Nagar...",06561-222336,CSEB
2679,R K Public School,Sonpurwa At/P. O. Garhwa...,"06561 222779 , 222138",CSEB
2680,Saraswati Shishu Vidya Mandir,Bhavqnathpur Nagri...,,CSEB
2681,The Aditya Birla Public School,Ghanshyam Kunj Bccl Rehlaroad Palamu...,"06584 222221 , 222211 262310",CSEB
2682,Badri Narayan Shah Dav Pub School,Bulaki Road Near Railway Station...,"06532 224250 , 222485 223371",CSEB
2683,DAV Public School,Central Coal Fields Limited P. O. Baniadih...,"06532 222307 , 2462 06532222307",CSEB
2684,Dr. Bhabha Public School,"At : Barjo, P. O. : Rajdhanwar...",06554210020,CSEB
2685,Honey Holy Trinity School,"At : Mohanpur, P. O. : Pachamba...",06532226529,CSEB
2686,Jawahar Navodaya Vidyalaya,Navodaya Gram At & P. O. Gandey...,"01907 22197 , 39235",CSEB
2687,K.D. International School,"Village : Gangapur, P. O. : Orkhar, Via : Raj...",09771805450,CSEB
2688,L.n.p Public School,At-Bengabad P. O. - Bengabad...,09939297222,CSEB
2689,Saraswati Shishu Vidya Mandir,Barganda P. O. Giridh Giridh...,"06532 225465 , 0755-2489602",CSEB
2690,Shree Gurunank Vidyalaya,Station Road Giridih...,06532224996,CSEB
2691,Sri Ram Krishan Dav Public School,Vivekanand Marg Suriya...,09386486482,CSEB
2692,Subhash Public School,New Officers Colony Mohlichawen Koldiha...,"06532 222644 , 223046",CSEB
2693,DAV Public School,E. C. L Rajmahal Area Urjanagar P. O. Mahagam...,"06437 228327 , 228328",CSEB
2694,Jawahar Navodaya Vidyalaya,Lalmatia Dhankunda P. O. Bara Simra...,"8321 , 48",CSEB
2695,Kendriya Vidyalaya,"Godda, High School Campus...",06422 223998,CSEB
2696,St.michael Anglo-indian School,"Mohanpur, Mohanpur ( P. O. ) Mahagama...",0373 09334193826,CSEB
2697,DAV Public School,"Neemtoli ( Behind Police Line ), Lohardaga Ro...",06524223320,CSEB
2698,Jawahar Navodaya Vidyalaya,Masaria Dam Ghaghra...,"0674 3110 , 3110",CSEB
2699,Kendriya Vidyalaya,"Gumla, At-Training School Campus, Karamtoli, ...",06524 221042,CSEB
2700,Montfort Senior Secondary School,"Konbir - Noatoli, Basia, Gumla, Jharkhand - 8...",06533-233224,CSEB
2701,Notre Dame School,Palkot Road Tarribartotli...,224554,CSEB
2702,Saraswati Vidya Mandir High School.,Gumla Dsp Road...,"06553 23683 , 9835320992",CSEB
2703,DAV Public School,Ecl Chitra P. O. Chitra Viab Deoghar...,"06438 64294 , 614290",CSEB
2704,Jawahar Navodaya Vidyalaya,"Tanbajore, P. O. - Guhiyojorl, Jharkhand...",06433 290833,CSEB
2705,Kendriya Vidyalaya,"Girls High School Campus, New Town...",06433 223561,CSEB
2706,Savitri Devi D.A.V. Public School,At/post-Jamtara...,"02932 06433-223386 , 27674227",CSEB
2707,The Pentecostal Assembly School,Sec-12-B Bokaro Steel City Bokaro...,"06542 9934324042 , 57400 09934324042",CSEB
2708,Adarsh +2 UCHH Vidyalaya,"Village Madhwatand, P. O. Makatpur, P. S. Jai...","05876 06532-241551 , 401232",CSEB
2709,Grizzly Vidyalaya,Post Talaiya Dem Kodurma...,"06534 235096 , 06534-235316",CSEB
2710,Jawahar Navodaya Vidyalaya,Lokai...,"06534 52570 , 2358390",CSEB
2711,Kailash Rai Saraswati Vidya Mandir,Mahatma Gandhi Nagar P. O. Jhumritdaiya...,"06534 225856 , 223511 9431737972",CSEB
2712,Meridian Academy,"Gumo, Ward #1, Jhumri Telaiya...",06534227179,CSEB
2713,Modern Public School,Jhumri Telaiya...,06534 222558,CSEB
2714,Parmar Vidyawati Surjit Singh,Dav Public School Jhumri Telaiya...,"06534 292143 , 22832 06534-223252",CSEB
2715,Sacred Heart School,Sankat Mochan Mandir...,0671 06534224394,CSEB
2716,Sainik School,P. O. Tilaiya Damhazaribagh...,"2557 , 2557",CSEB
2717,Jawahar Navodaya Vidyalaya,P. O. palamau...,06565 7303,CSEB
2718,Kendriya Vidyalaya,"Latehar, Near Gandhi Inter College...",06565 290004,CSEB
